input,Task Priority,Task Complexity,Required Skills,Deadline,NTS_skills,importance
"Develop an interactive dashboard using Business Intelligence and PyTorch to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Testing and Pandas teams to finalize metrics.
The project is due by product.",high,7,"Business Intelligence, PyTorch, Testing, Pandas",11/10/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 3, ""planning"": 4, ""collaboration"": 2, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
"Design and deploy a machine learning model using Power BI and CRM to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Git and Cloud Computing teams. Target completion date: sales.",medium,5,"Power BI, CRM, Git, Cloud Computing",11/10/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 2, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Refactor an existing codebase built with Git to optimize performance and scalability.
Work will include integrating with CRM and updating deployment using Leadership.
Coordinate with stakeholders in the CSS department. Deadline: design.",low,9,"Git, CRM, Leadership, CSS",11/24/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using REST APIs and Power BI to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the React and Collaboration teams to finalize metrics.
The project is due by HR.",low,3,"REST APIs, Power BI, React, Collaboration",11/18/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 4, ""collaboration"": 2, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 1, ""communication"": 2, ""planning"": 3, ""collaboration"": 2, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 2}"
"Develop a marketing analytics solution with PyTorch and Figma, integrating campaign data from Testing.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the CSS team regularly. Complete this by marketing.",medium,7,"PyTorch, Figma, Testing, CSS",11/15/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 5, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 1, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 2, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Build an internal web app using Performance Optimization, integrated with Python for authentication and CSS for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the React team. Final submission expected by sales.",high,3,"Performance Optimization, Python, CSS, React",11/27/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
"Develop an interactive dashboard using Docker and Security to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the GraphQL and Big Data teams to finalize metrics.
The project is due by HR.",high,7,"Docker, Security, GraphQL, Big Data",11/27/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using Security and Communication to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Testing and CRM teams. Target completion date: product.",medium,3,"Security, Communication, Testing, CRM",11/22/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 1, ""communication"": 4, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 3, ""risk_awareness"": 5, ""ownership"": 2, ""stakeholder_mgmt"": 4}"
"Design and deploy a machine learning model using SQL and PyTorch to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the AWS and Collaboration teams. Target completion date: HR.",high,3,"SQL, PyTorch, AWS, Collaboration",11/28/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 2, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 3, ""collaboration"": 2, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Refactor an existing codebase built with FastAPI to optimize performance and scalability.
Work will include integrating with Problem Solving and updating deployment using Machine Learning.
Coordinate with stakeholders in the CI/CD department. Deadline: HR.",low,3,"FastAPI, Problem Solving, Machine Learning, CI/CD",11/17/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 1, ""communication"": 2, ""planning"": 2, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 3}"
"Build an internal web app using REST APIs, integrated with AWS for authentication and Git for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Project Management team. Final submission expected by sales.",low,9,"REST APIs, AWS, Git, Project Management",11/21/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 4, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 1, ""stakeholder_mgmt"": 4}"
"Develop a marketing analytics solution with DevOps and Leadership, integrating campaign data from JavaScript.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Problem Solving team regularly. Complete this by BI.",low,8,"DevOps, Leadership, JavaScript, Problem Solving",11/28/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Build an internal web app using Security, integrated with Testing for authentication and GraphQL for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Performance Optimization team. Final submission expected by engineering.",medium,4,"Security, Testing, GraphQL, Performance Optimization",12/10/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 2, ""planning"": 5, ""collaboration"": 2, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 1, ""communication"": 2, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 3}"
"Build an internal web app using AWS, integrated with CI/CD for authentication and Figma for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the SQL team. Final submission expected by HR.",high,7,"AWS, CI/CD, Figma, SQL",11/26/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 5, ""stakeholder_mgmt"": 3}"
"Design and deploy a machine learning model using Azure and Leadership to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Git and Security teams. Target completion date: sales.",high,5,"Azure, Leadership, Git, Security",11/26/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 2, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using JavaScript and NumPy to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Testing and Docker teams. Target completion date: product.",low,8,"JavaScript, NumPy, Testing, Docker",11/26/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 2}"
"Build an internal web app using Machine Learning, integrated with Excel for authentication and JavaScript for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the AWS team. Final submission expected by product.",medium,8,"Machine Learning, Excel, JavaScript, AWS",12/5/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 3, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 5, ""collaboration"": 2, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 4}"
"Develop a marketing analytics solution with Python and Problem Solving, integrating campaign data from Project Management.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Django team regularly. Complete this by product.",medium,4,"Python, Problem Solving, Project Management, Django",12/6/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 1, ""communication"": 5, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Azure and NumPy, integrating campaign data from Problem Solving.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Cloud Computing team regularly. Complete this by design.",medium,3,"Azure, NumPy, Problem Solving, Cloud Computing",11/19/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 1, ""communication"": 5, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with NumPy and Power BI, integrating campaign data from Collaboration.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Django team regularly. Complete this by BI.",medium,6,"NumPy, Power BI, Collaboration, Django",11/30/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 2, ""collaboration"": 3, ""reasoning"": 2, ""risk_awareness"": 1, ""ownership"": 2, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 2, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Kubernetes and Flask, integrating campaign data from Marketing.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the NLP team regularly. Complete this by legal.",medium,6,"Kubernetes, Flask, Marketing, NLP",11/14/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using React and Django to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the UI/UX Design and Collaboration teams to finalize metrics.
The project is due by HR.",medium,8,"React, Django, UI/UX Design, Collaboration",12/7/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 5, ""collaboration"": 2, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
"Develop an interactive dashboard using Leadership and Docker to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Security and Figma teams to finalize metrics.
The project is due by HR.",high,9,"Leadership, Docker, Security, Figma",11/26/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
